Date, Close/Last, Volume, Open, High, Low
2020-04-21,8263.23,0,8460.69,8480.29,8215.69
2020-04-20,8560.73,0,8553.37,8684.91,8553.37
2020-04-17,8650.14,0,8667.48,8670.3,8531.69
2020-04-16,8532.36,0,8479.11,8560.16,8393.27
2020-04-15,8393.18,0,8355.96,8464.66,8308.79
2020-04-14,8515.74,0,8353.21,8531.11,8338.09
2020-04-13,8192.42,0,8127.69,8200.44,8035.95
2020-04-09,8153.58,0,8169.01,8227.91,8072.32
2020-04-08,8090.9,0,7975.72,8114.43,7901.94
2020-04-07,7887.26,0,8129.99,8146.43,7881.22
2020-04-06,7913.24,0,7660.17,7938.33,7617.79
2020-04-03,7373.08,0,7477.27,7518.72,7288.11
2020-04-02,7487.31,0,7317.45,7501.7,7307.95
2020-04-01,7360.58,0,7459.5,7566.37,7301.98
2020-03-31,7700.1,0,7740.06,7880.31,7642.86
2020-03-30,7774.15,0,7583.46,7784.35,7539.97
2020-03-27,7502.38,0,7554.25,7716.24,7491.13
2020-03-26,7797.54,0,7462.21,7809.82,7462.21
2020-03-25,7384.3,0,7421.36,7671.21,7276.4
2020-03-24,7417.86,0,7196.15,7418.37,7169.86
2020-03-23,6860.67,0,6847.28,6984.94,6631.42
2020-03-20,6879.52,0,7248.07,7354.44,6854.67
2020-03-19,7150.58,0,6996.45,7341.38,6858.38
2020-03-18,6989.84,0,6902.32,7182.83,6686.36
2020-03-17,7334.78,0,7072.0,7406.23,6828.91
2020-03-16,6904.59,0,7392.73,7422.2,6882.86
2020-03-13,7874.88,0,7610.39,7875.93,7219.09
2020-03-12,7201.8,0,7398.58,7712.33,7194.67
2020-03-11,7952.05,0,8136.25,8181.36,7850.95
2020-03-10,8344.25,0,8219.76,8347.4,7930.43
2020-03-09,7950.68,0,7957.93,8243.31,7943.16
2020-03-06,8575.62,0,8469.02,8612.36,8375.13
2020-03-05,8738.6,0,8790.09,8921.08,8677.39
2020-03-04,9018.09,0,8834.1,9019.96,8757.66
2020-03-03,8684.09,0,8965.1,9070.32,8602.89
2020-03-02,8952.16,0,8667.14,8952.81,8543.35
2020-02-28,8567.37,0,8269.74,8591.82,8264.16
2020-02-27,8566.48,0,8744.03,8904.11,8562.05
2020-02-26,8980.77,0,9011.55,9148.32,8927.8
2020-02-25,8965.61,0,9301.2,9315.26,8940.49
2020-02-24,9221.28,0,9188.44,9322.88,9166.01
2020-02-21,9576.59,0,9708.01,9715.95,9542.33
2020-02-20,9750.96,0,9799.2,9820.86,9636.94
2020-02-19,9817.18,0,9782.81,9838.37,9777.1
2020-02-18,9732.74,0,9679.04,9747.68,9675.8
2020-02-14,9731.18,0,9728.9,9746.36,9693.05
2020-02-13,9711.97,0,9657.04,9748.32,9650.02
2020-02-12,9725.96,0,9688.6,9728.77,9666.68
2020-02-11,9638.94,0,9680.89,9714.74,9617.21
2020-02-10,9628.39,0,9493.63,9628.66,9493.63
2020-02-07,9520.51,0,9526.64,9570.09,9496.53
2020-02-06,9572.15,0,9540.98,9575.66,9505.68
2020-02-05,9508.68,0,9574.1,9574.94,9454.93
2020-02-04,9467.97,0,9398.39,9485.38,9374.05
2020-02-03,9273.4,0,9190.72,9299.85,9188.55
2020-01-31,9150.94,0,9284.93,9324.8,9123.22
2020-01-30,9298.93,0,9211.15,9303.0,9185.18
2020-01-29,9275.16,0,9318.26,9329.11,9249.04
2020-01-28,9269.68,0,9201.82,9288.87,9182.33
2020-01-27,9139.31,0,9092.46,9185.45,9088.04
2020-01-24,9314.91,0,9446.2,9451.43,9273.23
2020-01-23,9402.48,0,9377.72,9409.2,9334.13
2020-01-22,9383.77,0,9413.61,9439.29,9375.13
2020-01-21,9370.81,0,9361.07,9397.58,9350.2
2020-01-17,9388.94,0,9392.37,9393.48,9346.81
2020-01-16,9357.13,0,9313.45,9357.92,9301.32
2020-01-15,9258.7,0,9253.76,9298.82,9231.14
2020-01-14,9251.33,0,9270.61,9298.33,9226.49
2020-01-13,9273.93,0,9213.72,9274.49,9193.06
2020-01-10,9178.86,0,9232.94,9235.2,9164.66
2020-01-09,9203.43,0,9202.27,9215.95,9158.5
2020-01-08,9129.24,0,9068.03,9168.89,9059.38
2020-01-07,9068.58,0,9076.64,9091.93,9042.55
2020-01-06,9071.46,0,8943.5,9072.41,8943.5
2020-01-03,9020.77,0,8976.43,9065.76,8976.43
2020-01-02,9092.19,0,9039.46,9093.43,9010.89
2019-12-31,8972.6,0,8918.74,8975.35,8912.77
2019-12-30,8945.99,0,9004.45,9006.36,8909.19
2019-12-27,9006.62,0,9049.47,9052.0,8987.32
2019-12-26,9022.39,0,8970.21,9022.46,8968.45
2019-12-24,8952.88,0,8955.01,8957.12,8934.36
2019-12-23,8945.65,0,8950.2,8956.64,8934.55
2019-12-20,8924.96,0,8911.84,8931.91,8901.87
2019-12-19,8887.22,0,8838.97,8888.13,8838.97
2019-12-18,8827.73,0,8834.65,8848.76,8820.42
2019-12-17,8823.36,0,8829.47,8831.99,8804.6
2019-12-16,8814.23,0,8791.31,8833.45,8789.77
2019-12-13,8734.88,0,8713.91,8768.87,8697.58
2019-12-12,8717.32,0,8645.36,8745.82,8633.6
2019-12-11,8654.05,0,8631.12,8658.48,8622.35
2019-12-10,8616.18,0,8623.56,8650.76,8600.82
2019-12-09,8621.83,0,8650.86,8678.85,8619.77
2019-12-06,8656.53,0,8634.25,8665.44,8630.57
2019-12-05,8570.7,0,8587.93,8588.89,8541.92
2019-12-04,8566.67,0,8557.45,8584.88,8552.38
2019-12-03,8520.64,0,8460.72,8523.98,8435.4
2019-12-02,8567.99,0,8672.84,8672.84,8540.16
2019-11-29,8665.47,0,8682.01,8697.32,8664.04
2019-11-27,8705.18,0,8669.59,8705.91,8662.58
2019-11-26,8647.93,0,8635.4,8659.73,8625.62
2019-11-25,8632.49,0,8559.65,8633.15,8559.65
2019-11-22,8519.88,0,8530.54,8535.46,8477.49
2019-11-21,8506.21,0,8527.87,8530.73,8487.29
2019-11-20,8526.73,0,8543.57,8578.27,8468.63
2019-11-19,8570.66,0,8578.02,8589.76,8536.73
2019-11-18,8549.94,0,8529.16,8559.78,8503.62
2019-11-15,8540.83,0,8524.48,8540.83,8506.8
2019-11-14,8479.02,0,8461.06,8485.36,8441.58
2019-11-13,8482.1,0,8455.02,8496.9,8451.34
2019-11-12,8486.09,0,8471.07,8514.84,8462.99
2019-11-11,8464.28,0,8431.26,8467.29,8425.48
2019-11-08,8475.31,0,8422.67,8475.57,8405.89
2019-11-07,8434.52,0,8455.11,8483.16,8415.87
2019-11-06,8410.63,0,8426.57,8426.57,8379.33
2019-11-05,8434.68,0,8446.62,8457.39,8421.05
2019-11-04,8433.2,0,8445.5,8451.37,8421.3
2019-11-01,8386.4,0,8335.05,8386.75,8326.56
2019-10-31,8292.36,0,8314.38,8321.8,8248.81
2019-10-30,8303.98,0,8284.28,8315.5,8241.7
2019-10-29,8276.85,0,8313.35,8319.29,8275.14
2019-10-28,8325.99,0,8285.77,8335.56,8285.27
2019-10-25,8243.12,0,8150.59,8249.97,8150.59
2019-10-24,8185.8,0,8180.04,8187.84,8137.66
2019-10-23,8119.79,0,8090.24,8122.88,8078.35
2019-10-22,8104.3,0,8188.12,8194.62,8101.98
2019-10-21,8162.99,0,8137.42,8164.14,8117.26
2019-10-18,8089.54,0,8149.85,8157.36,8045.37
2019-10-17,8156.85,0,8176.91,8183.64,8131.25
2019-10-16,8124.18,0,8119.81,8146.15,8103.38
2019-10-15,8148.71,0,8074.85,8166.18,8071.81
2019-10-14,8048.65,0,8044.35,8069.85,8036.41
2019-10-11,8057.04,0,8085.2,8115.8,8046.8
2019-10-10,7950.78,0,7904.56,7982.84,7899.81
2019-10-09,7903.74,0,7895.96,7930.92,7873.52
2019-10-08,7823.78,0,7898.27,7921.88,7823.73
2019-10-07,7956.29,0,7956.41,8013.31,7942.08
2019-10-04,7982.47,0,7908.44,7986.62,7899.39
2019-10-03,7872.26,0,7787.02,7872.26,7700.0
2019-10-02,7785.25,0,7851.13,7852.7,7744.96
2019-10-01,7908.68,0,8026.83,8062.5,7906.29
2019-09-30,7999.34,0,7964.09,8012.16,7949.63
2019-09-27,7939.63,0,8047.11,8051.83,7890.28
2019-09-26,8030.66,0,8070.12,8072.11,7991.02
2019-09-25,8077.38,0,7990.66,8095.0,7935.57
2019-09-24,7993.63,0,8147.23,8158.83,7969.65
2019-09-23,8112.46,0,8106.49,8135.81,8085.34
2019-09-20,8117.67,0,8184.88,8202.82,8086.16
2019-09-19,8182.88,0,8193.59,8237.43,8174.32
2019-09-18,8177.39,0,8174.62,8179.87,8086.22
2019-09-17,8186.02,0,8148.65,8188.23,8139.82
2019-09-16,8153.54,0,8121.64,8165.33,8121.25
2019-09-13,8176.71,0,8190.57,8210.2,8165.47
2019-09-12,8194.47,0,8206.58,8243.8,8176.73
2019-09-11,8169.68,0,8091.68,8169.68,8081.56
2019-09-10,8084.16,0,8049.98,8086.53,8001.68
2019-09-09,8087.44,0,8130.91,8131.66,8052.34
2019-09-06,8103.07,0,8125.58,8134.39,8098.52
2019-09-05,8116.83,0,8061.29,8134.42,8061.29
2019-09-04,7976.88,0,7949.81,7981.41,7928.94
2019-09-03,7874.16,0,7906.44,7940.37,7847.32
2019-08-30,7962.88,0,8015.16,8017.91,7914.74
2019-08-29,7973.39,0,7945.78,7992.29,7925.83
2019-08-28,7856.88,0,7798.35,7866.87,7766.67
2019-08-27,7826.95,0,7908.78,7916.83,7795.18
2019-08-26,7853.74,0,7829.58,7856.04,7789.05
2019-08-23,7751.77,0,7943.65,8005.34,7730.77
2019-08-22,7991.39,0,8038.79,8048.58,7937.12
2019-08-21,8020.21,0,8017.07,8036.94,7998.5
2019-08-20,7948.56,0,7989.36,8010.58,7948.09
2019-08-19,8002.81,0,8006.18,8026.75,7974.36
2019-08-16,7895.99,0,7828.35,7907.52,7828.35
2019-08-15,7766.62,0,7790.2,7805.93,7716.55
2019-08-14,7773.94,0,7877.33,7900.28,7762.87
2019-08-13,8016.36,0,7852.37,8065.24,7851.58
2019-08-12,7863.41,0,7907.49,7924.99,7833.79
2019-08-09,7959.14,0,7997.19,8020.56,7910.35
2019-08-08,8039.16,0,7921.59,8041.12,7896.15
2019-08-07,7862.83,0,7747.27,7881.38,7702.42
2019-08-06,7833.27,0,7804.51,7845.01,7739.57
2019-08-05,7726.04,0,7823.33,7836.45,7662.9
2019-08-02,8004.07,0,8056.42,8068.8,7953.67
2019-08-01,8111.12,0,8190.56,8311.04,8080.52
2019-07-31,8175.42,0,8290.8,8299.83,8110.02
2019-07-30,8273.61,0,8231.77,8295.46,8228.02
2019-07-29,8293.33,0,8325.1,8325.28,8247.37
2019-07-26,8330.21,0,8294.3,8339.64,8291.12
2019-07-25,8238.54,0,8294.68,8295.95,8233.4
2019-07-24,8321.5,0,8227.36,8321.81,8226.5
2019-07-23,8251.4,0,8242.5,8251.83,8193.89
2019-07-22,8204.14,0,8171.99,8218.42,8171.54
2019-07-19,8146.49,0,8241.34,8245.78,8144.63
2019-07-18,8207.24,0,8151.76,8215.58,8135.12
2019-07-17,8185.21,0,8224.0,8230.67,8184.66
