Date,Close/Last,Open,High,Low,Volume
2020-01-29,1649.219971,1661.079956,1663.77002,1649.0,35845000
2020-01-28,1658.310059,1651.130005,1661.189941,1651.130005,35267200
2020-01-27,1644.140015,1660.819946,1660.819946,1632.26001,38231000
2020-01-24,1662.22998,1687.810059,1689.150024,1653.189941,37071300
2020-01-23,1685.01001,1680.540039,1687.849976,1666.469971,37648600
2020-01-22,1684.459961,1691.069946,1694.369995,1682.939941,36198500
2020-01-21,1685.900024,1695.449951,1695.449951,1684.26001,41053400
2020-01-17,1699.640015,1712.930054,1715.079956,1697.689941,36981700
2020-01-16,1705.219971,1691.819946,1706.170044,1691.819946,35350800
2020-01-15,1682.400024,1673.689941,1688.119995,1673.400024,37168400
2020-01-14,1675.73999,1668.390015,1684.339966,1662.859985,36651300
2020-01-13,1669.609985,1658.97998,1669.609985,1652.319946,34563800
2020-01-10,1657.640015,1665.469971,1666.75,1654.01001,32129700
2020-01-09,1664.98999,1669.859985,1671.819946,1663.780029,36383900
2020-01-08,1663.589966,1658.469971,1669.290039,1658.22998,37208900
2020-01-07,1658.310059,1659.72998,1662.099976,1653.329956,34203800
2020-01-06,1663.26001,1650.660034,1664.849976,1645.51001,36740700
2020-01-03,1660.869995,1655.02002,1664.040039,1648.540039,34612900
2020-01-02,1666.77002,1675.900024,1678.140015,1653.52002,34582500
2019-12-31,1668.469971,1660.050049,1673.339966,1659.829956,28938100
2019-12-30,1664.150024,1669.880005,1670.219971,1658.050049,30132900
2019-12-27,1669.030029,1681.25,1681.680054,1666.430054,24286700
2019-12-26,1677.670044,1680.219971,1680.359985,1675.099976,21606800
2019-12-24,1678.01001,1676.22998,1678.089966,1673.73999,12965400
2019-12-23,1674.140015,1673.97998,1675.310059,1666.189941,30606100
2019-12-20,1671.900024,1670.599976,1674.430054,1668.859985,64542700
2019-12-19,1667.089966,1662.52002,1667.22998,1660.619995,37204500
2019-12-18,1661.72998,1660.48999,1663.390015,1654.72998,40140800
2019-12-17,1657.560059,1650.589966,1657.699951,1649.630005,38375400
2019-12-16,1649.939941,1647.199951,1658.619995,1647.199951,40517900
2019-12-13,1637.97998,1643.829956,1650.189941,1632.650024,37368700
2019-12-12,1644.810059,1631.800049,1654.069946,1629.859985,39906900
2019-12-11,1631.930054,1633.430054,1634.430054,1626.73999,32525400
2019-12-10,1631.709961,1629.099976,1633.73999,1626.369995,33437900
2019-12-09,1629.619995,1631.469971,1636.439941,1629.619995,33459900
2019-12-06,1633.839966,1620.920044,1637.900024,1620.920044,34794800
2019-12-05,1614.829956,1617.170044,1620.839966,1611.800049,33557500
2019-12-04,1613.900024,1607.680054,1618.380005,1607.680054,36950300
2019-12-03,1602.630005,1602.76001,1603.079956,1589.72998,36533900
2019-12-02,1607.579956,1626.560059,1627.339966,1606.630005,32687400
2019-11-29,1624.5,1630.160034,1633.589966,1623.920044,17430200
2019-11-27,1634.099976,1626.800049,1634.77002,1626.800049,30330900
2019-11-26,1624.22998,1621.900024,1630.280029,1619.949951,45955900
2019-11-25,1621.900024,1594.48999,1623.98999,1594.48999,35115300
2019-11-22,1588.939941,1588.890015,1591.310059,1581.810059,32267800
2019-11-21,1583.959961,1594.099976,1595.609985,1581.040039,37205600
2019-11-20,1591.609985,1593.439941,1602.709961,1581.97998,40348900
2019-11-19,1598.290039,1594.959961,1602.959961,1592.040039,35900700
2019-11-18,1592.339966,1594.109985,1594.109985,1588.550049,34366900
2019-11-15,1596.449951,1594.060059,1598.199951,1591.040039,33356500
2019-11-14,1588.790039,1587.349976,1594.709961,1586.680054,32760700
2019-11-13,1589.180054,1588.290039,1591.849976,1581.060059,35092800
2019-11-12,1595.119995,1595.619995,1604.640015,1593.410034,34660100
2019-11-11,1594.77002,1592.75,1595.439941,1588.310059,30355300
2019-11-08,1598.859985,1590.959961,1598.930054,1587.5,34991500
2019-11-07,1593.98999,1598.25,1607.410034,1590.329956,41446400
2019-11-06,1589.540039,1598.420044,1598.420044,1587.02002,44581900
2019-11-05,1599.609985,1598.939941,1608.800049,1597.930054,44861300
2019-11-04,1597.400024,1597.099976,1602.060059,1593.73999,41468500
2019-11-01,1589.329956,1569.199951,1589.329956,1569.199951,39302000
2019-10-31,1562.449951,1570.189941,1570.47998,1552.869995,41392800
2019-10-30,1572.849976,1575.609985,1575.609985,1562.050049,37760300
2019-10-29,1577.069946,1571.76001,1581.130005,1569.459961,35899300
2019-10-28,1571.930054,1563.5,1576.98999,1563.5,35212300
2019-10-25,1558.709961,1548.98999,1562.560059,1547.780029,33703700
2019-10-24,1548.48999,1556.599976,1557.329956,1544.890015,36926000
2019-10-23,1552.859985,1550.589966,1554.680054,1545.890015,33928700
2019-10-22,1550.869995,1550.77002,1557.890015,1547.310059,35238900
2019-10-21,1552.410034,1541.72998,1557.02002,1541.72998,32716200
2019-10-18,1535.47998,1539.23999,1540.719971,1525.469971,32642900
2019-10-17,1541.839966,1530.180054,1542.660034,1530.180054,31159600
2019-10-16,1525.060059,1521.47998,1529.599976,1520.410034,32225700
2019-10-15,1523.300049,1508.540039,1528.420044,1507.800049,33407400
2019-10-14,1505.430054,1507.329956,1508.619995,1499.97998,25570200
2019-10-11,1511.900024,1486.959961,1525.829956,1486.959961,35804600
2019-10-10,1485.359985,1480.709961,1491.569946,1480.709961,32172500
2019-10-09,1479.459961,1480.0,1484.829956,1476.51001,27268200
2019-10-08,1472.599976,1494.609985,1494.609985,1472.550049,33564500
2019-10-07,1497.790039,1498.709961,1507.329956,1492.609985,29401400
2019-10-04,1500.699951,1486.569946,1500.77002,1482.02002,29908300
2019-10-03,1486.349976,1476.439941,1487.349976,1462.219971,35036400
2019-10-02,1479.630005,1493.069946,1493.069946,1469.079956,39125200
2019-10-01,1493.430054,1523.849976,1539.089966,1491.550049,35580400
2019-09-30,1523.369995,1521.48999,1530.660034,1518.339966,32476100
2019-09-27,1520.47998,1534.119995,1539.369995,1515.640015,32436500
2019-09-26,1533.329956,1549.540039,1549.540039,1531.040039,30772400
2019-09-25,1550.650024,1533.140015,1552.939941,1530.699951,33188700
2019-09-24,1533.589966,1559.47998,1562.630005,1530.329956,38681600
2019-09-23,1558.25,1556.920044,1563.640015,1552.449951,31865900
2019-09-20,1559.76001,1561.630005,1570.02002,1554.25,60947400
2019-09-19,1561.469971,1570.76001,1581.349976,1560.920044,32512900
2019-09-18,1568.339966,1577.550049,1577.550049,1557.150024,34355400
2019-09-17,1578.290039,1582.369995,1582.369995,1569.410034,36718400
2019-09-16,1584.599976,1574.72998,1590.5,1570.5,42746400
2019-09-13,1578.140015,1579.22998,1589.449951,1577.109985,35200600
2019-09-12,1575.069946,1575.800049,1580.719971,1562.810059,37918600
2019-09-11,1575.709961,1543.869995,1575.829956,1541.880005,39275500
2019-09-10,1541.609985,1523.569946,1543.630005,1516.560059,43907700
2019-09-09,1524.22998,1507.530029,1526.099976,1506.77002,40028900
2019-09-06,1505.170044,1511.51001,1517.01001,1504.910034,32082800
2019-09-05,1510.75,1491.27002,1521.790039,1491.27002,38907000
2019-09-04,1484.76001,1475.359985,1487.939941,1475.359985,31632600
2019-09-03,1472.280029,1494.030029,1494.030029,1467.469971,34267900
2019-08-30,1494.839966,1499.069946,1504.449951,1488.339966,30084500
2019-08-29,1496.719971,1478.47998,1498.780029,1478.47998,31761900
2019-08-28,1472.709961,1455.900024,1478.030029,1450.319946,30974200
2019-08-27,1456.040039,1479.459961,1485.670044,1454.910034,35336300
2019-08-26,1476.0,1461.589966,1476.339966,1461.589966,28576000
2019-08-23,1459.48999,1504.300049,1505.680054,1456.900024,39373000
2019-08-22,1506.0,1510.800049,1516.469971,1500.369995,28908800
2019-08-21,1509.849976,1498.540039,1512.079956,1498.540039,30111900
2019-08-20,1498.01001,1508.630005,1508.630005,1497.77002,30663000
2019-08-19,1508.849976,1496.619995,1515.339966,1496.619995,32128800
2019-08-16,1493.640015,1462.130005,1494.680054,1462.130005,34981500
2019-08-15,1461.650024,1467.579956,1470.939941,1456.280029,40380000
2019-08-14,1467.52002,1509.579956,1509.579956,1465.459961,43125300
2019-08-13,1510.579956,1493.410034,1522.77002,1490.0,38536000
2019-08-12,1495.900024,1512.76001,1512.76001,1495.630005,28516300
2019-08-09,1513.040039,1530.959961,1530.959961,1509.959961,33506400
2019-08-08,1532.130005,1502.319946,1533.5,1502.319946,41063700
2019-08-07,1500.689941,1501.530029,1504.589966,1478.449951,44917500
2019-08-06,1502.089966,1487.680054,1502.859985,1483.400024,41542400
2019-08-05,1487.410034,1532.390015,1532.390015,1472.660034,45137300
2019-08-02,1533.660034,1550.459961,1550.459961,1522.369995,38746600
2019-08-01,1550.76001,1574.930054,1587.810059,1546.550049,47623000
2019-07-31,1574.609985,1586.76001,1599.400024,1568.400024,46234300
2019-07-30,1585.599976,1567.650024,1586.319946,1557.969971,36343300
2019-07-29,1569.030029,1578.900024,1580.02002,1565.630005,32037100
2019-07-26,1578.969971,1561.930054,1581.530029,1561.930054,32575900
2019-07-25,1561.449951,1580.209961,1580.209961,1560.650024,36452700
2019-07-24,1580.420044,1554.089966,1581.630005,1550.569946,34289800
2019-07-23,1554.959961,1546.119995,1555.199951,1544.76001,33136600
2019-07-22,1544.780029,1549.72998,1554.290039,1543.560059,30037200
2019-07-19,1547.900024,1554.920044,1561.560059,1547.640015,32603600
2019-07-18,1555.619995,1550.319946,1557.400024,1546.02002,32965800
2019-07-17,1550.780029,1561.75,1561.75,1547.76001,31816000
2019-07-16,1562.0,1561.48999,1569.619995,1558.23999,32906500
2019-07-15,1561.819946,1570.72998,1573.880005,1558.780029,28749700
2019-07-12,1570.0,1558.650024,1574.47998,1558.650024,29749600
2019-07-11,1557.920044,1565.459961,1567.949951,1552.400024,31546200
2019-07-10,1565.050049,1564.650024,1572.819946,1558.800049,31542400
2019-07-09,1562.589966,1559.01001,1562.72998,1554.119995,30282100
2019-07-08,1561.390015,1574.22998,1574.22998,1559.02002,29045500
2019-07-05,1575.619995,1571.109985,1575.790039,1559.579956,24342100
2019-07-03,1572.119995,1562.189941,1572.119995,1562.189941,19637200
2019-07-02,1560.540039,1569.530029,1569.530029,1552.930054,32068400
2019-07-01,1566.569946,1574.650024,1586.77002,1562.780029,35132700
2019-06-28,1566.569946,1548.119995,1568.599976,1548.119995,54207000
2019-06-27,1546.550049,1518.880005,1546.550049,1518.880005,31229200
2019-06-26,1521.890015,1523.26001,1530.130005,1520.040039,34781300
2019-06-25,1521.040039,1530.98999,1533.23999,1520.5,35780500
2019-06-24,1530.079956,1550.099976,1551.650024,1530.079956,31362500
2019-06-21,1549.630005,1561.880005,1561.880005,1546.130005,50001200
2019-06-20,1563.48999,1560.310059,1570.73999,1556.079956,39059400
2019-06-19,1555.579956,1550.459961,1556.449951,1547.589966,32878900
2019-06-18,1550.22998,1532.869995,1560.180054,1532.869995,34376200
2019-06-17,1532.75,1523.25,1538.579956,1523.25,28101400
2019-06-14,1522.5,1535.319946,1535.319946,1522.420044,29223300
2019-06-13,1535.800049,1520.52002,1536.02002,1520.52002,30698100
2019-06-12,1519.790039,1518.640015,1522.0,1512.400024,30341300
2019-06-11,1519.109985,1525.030029,1536.160034,1513.209961,35484200
2019-06-10,1523.560059,1516.619995,1535.640015,1516.619995,32092100
2019-06-07,1514.390015,1504.680054,1518.920044,1504.680054,32202500
2019-06-06,1499.290039,1506.349976,1508.540039,1490.77002,33964100
2019-06-05,1506.790039,1510.099976,1514.25,1494.079956,35488300
2019-06-04,1508.560059,1475.319946,1508.650024,1475.319946,38104300
2019-06-03,1469.97998,1465.880005,1476.849976,1460.48999,39438100
2019-05-31,1465.48999,1478.530029,1478.530029,1461.469971,39810200
2019-05-30,1485.530029,1491.849976,1500.630005,1478.0,32737900
2019-05-29,1489.949951,1503.530029,1503.530029,1481.420044,37000500
2019-05-28,1504.02002,1514.98999,1520.219971,1503.810059,41214100
2019-05-24,1514.109985,1505.880005,1516.660034,1505.76001,28873900
2019-05-23,1501.380005,1525.069946,1525.069946,1493.47998,38919800
2019-05-22,1531.630005,1542.579956,1542.579956,1528.359985,31925100
2019-05-21,1545.25,1529.819946,1545.97998,1529.819946,32187000
2019-05-20,1524.959961,1530.25,1533.359985,1521.630005,32888700
2019-05-17,1535.76001,1555.02002,1557.550049,1534.689941,32579500
2019-05-16,1557.23999,1548.27002,1567.170044,1548.27002,33380600
2019-05-15,1548.27002,1541.550049,1550.02002,1529.439941,3125950000
2019-05-14,1543.060059,1523.810059,1547.839966,1523.810059,33227200
2019-05-13,1523.0,1571.51001,1571.51001,1520.280029,38940300
2019-05-10,1572.98999,1570.0,1575.079956,1546.140015,35296000
2019-05-09,1570.060059,1573.339966,1573.339966,1546.849976,36388200
2019-05-08,1574.969971,1581.589966,1587.349976,1574.849976,34857900
2019-05-07,1582.310059,1611.469971,1611.469971,1571.48999,37671000
2019-05-06,1614.97998,1611.680054,1618.369995,1588.839966,31815200
2019-05-03,1614.02002,1584.01001,1614.02002,1584.01001,33381200
2019-05-02,1582.650024,1576.0,1587.920044,1566.459961,37788900
2019-05-01,1576.380005,1593.47998,1595.849976,1576.130005,36458500
2019-04-30,1591.209961,1598.550049,1600.290039,1580.900024,39193300
2019-04-29,1598.359985,1591.930054,1603.079956,1591.930054,31187800
2019-04-26,1589.900024,1575.660034,1591.25,1574.060059,32485000
2019-04-25,1575.609985,1587.050049,1587.050049,1565.459961,34252800
2019-04-24,1588.130005,1585.109985,1594.030029,1583.359985,34489600
2019-04-23,1585.089966,1560.530029,1587.579956,1560.530029,36350300
2019-04-22,1560.040039,1565.219971,1565.219971,1554.459961,29979500
2019-04-18,1565.75,1567.089966,1569.199951,1556.109985,35068500
2019-04-17,1567.599976,1584.130005,1588.599976,1561.569946,36023000
2019-04-16,1582.790039,1580.26001,1585.430054,1579.48999,34022100
2019-04-15,1579.170044,1585.170044,1587.97998,1574.72998,30883300
2019-04-12,1584.800049,1581.380005,1589.72998,1580.22998,36884900
2019-04-11,1579.140015,1581.930054,1583.72998,1577.369995,29385400
2019-04-10,1581.550049,1560.02002,1581.650024,1560.02002,30623800
2019-04-09,1559.680054,1577.51001,1577.51001,1558.390015,30079800
2019-04-08,1579.0,1581.349976,1581.349976,1571.209961,30540300
2019-04-05,1582.560059,1568.22998,1582.609985,1568.22998,31468200
2019-04-04,1567.48999,1561.069946,1567.5,1558.359985,30151800
2019-04-03,1560.910034,1554.880005,1568.400024,1554.880005,35502400
2019-04-02,1553.319946,1556.079956,1556.130005,1545.550049,32469000
2019-04-01,1556.060059,1542.890015,1556.400024,1542.890015,35007600
2019-03-29,1539.73999,1536.609985,1546.97998,1532.22998,37407000
2019-03-28,1535.099976,1522.890015,1536.439941,1520.119995,31581700
2019-03-27,1522.22998,1527.969971,1530.050049,1505.76001,33729300
2019-03-26,1528.170044,1513.76001,1535.869995,1513.76001,32660500
2019-03-25,1512.859985,1505.869995,1520.48999,1494.98999,33765800
2019-03-22,1505.920044,1561.969971,1561.969971,1505.880005,42372000
2019-03-21,1562.410034,1541.829956,1569.349976,1538.359985,35468000
2019-03-20,1543.160034,1554.719971,1561.73999,1535.410034,37712000
2019-03-19,1554.98999,1565.530029,1570.890015,1552.660034,36202200
2019-03-18,1563.930054,1553.660034,1569.060059,1552.680054,35521900
2019-03-15,1553.540039,1550.5,1563.589966,1550.130005,59627300
2019-03-14,1549.640015,1555.869995,1555.869995,1549.209961,34697300
2019-03-13,1555.880005,1550.27002,1562.670044,1550.27002,37661500
2019-03-12,1549.829956,1549.030029,1555.300049,1545.51001,34142300
2019-03-11,1548.880005,1522.800049,1548.930054,1522.800049,37260900
2019-03-08,1521.880005,1522.530029,1523.23999,1510.650024,34231300
2019-03-07,1523.630005,1536.76001,1536.969971,1521.609985,39048600
2019-03-06,1536.819946,1568.310059,1568.439941,1536.819946,37866000
2019-03-05,1568.280029,1575.689941,1575.849976,1567.670044,35856900
2019-03-04,1575.439941,1590.150024,1594.23999,1564.47998,39198100
2019-03-01,1589.640015,1577.5,1590.290039,1576.130005,39722800
2019-02-28,1575.550049,1580.76001,1581.98999,1571.310059,43969300
2019-02-27,1581.050049,1577.199951,1582.060059,1570.599976,37671300
2019-02-26,1577.47998,1588.560059,1589.26001,1577.430054,36456800
2019-02-25,1588.810059,1591.619995,1602.099976,1588.810059,38043800
2019-02-22,1590.060059,1576.310059,1590.099976,1576.310059,34278100
2019-02-21,1575.550049,1581.310059,1581.310059,1569.420044,35597100
2019-02-20,1581.660034,1574.550049,1583.339966,1573.959961,38354500
2019-02-19,1574.469971,1568.540039,1578.22998,1564.849976,35337100
2019-02-15,1569.25,1547.119995,1570.160034,1547.119995,36413700
2019-02-14,1545.109985,1540.98999,1551.390015,1534.589966,38367000
2019-02-13,1542.939941,1538.290039,1545.73999,1536.25,36707700
2019-02-12,1538.22998,1520.140015,1538.890015,1520.140015,38277700
2019-02-11,1518.97998,1506.819946,1519.209961,1505.670044,33619700
2019-02-08,1506.390015,1504.170044,1506.599976,1495.119995,36223300
2019-02-07,1505.630005,1516.699951,1516.699951,1494.369995,40994900
2019-02-06,1518.02002,1520.170044,1520.890015,1511.180054,34726900
2019-02-05,1520.22998,1517.920044,1524.209961,1512.719971,35604300
2019-02-04,1517.540039,1501.969971,1517.550049,1500.130005,33598400
2019-02-01,1502.050049,1499.530029,1504.51001,1495.469971,37592700
2019-01-31,1499.420044,1486.640015,1500.73999,1484.819946,49176500
2019-01-30,1486.939941,1473.380005,1490.51001,1467.569946,38578100
2019-01-29,1471.449951,1473.540039,1477.01001,1469.310059,35042000
2019-01-28,1473.540039,1480.280029,1480.280029,1464.77002,36128100
2019-01-25,1482.849976,1466.790039,1484.599976,1466.790039,38140800
2019-01-24,1464.410034,1454.22998,1465.339966,1453.72998,34332500
2019-01-23,1454.26001,1457.72998,1468.47998,1444.969971,33356100
2019-01-22,1457.449951,1479.819946,1479.819946,1451.01001,38980300
2019-01-18,1482.5,1466.689941,1487.209961,1466.689941,39867300
2019-01-17,1467.25,1453.829956,1470.839966,1448.550049,37722700
2019-01-16,1454.699951,1445.910034,1460.310059,1445.910034,38637700
2019-01-15,1445.219971,1432.849976,1445.219971,1432.130005,35723300
2019-01-14,1432.810059,1446.5,1446.5,1431.310059,36644500
2019-01-11,1447.380005,1444.439941,1448.280029,1437.449951,34344900
2019-01-10,1445.430054,1436.97998,1445.780029,1424.540039,37045000
2019-01-09,1438.810059,1427.0,1442.420044,1427.0,40524800
2019-01-08,1426.550049,1405.869995,1426.550049,1404.01001,40810300
2019-01-07,1405.369995,1380.839966,1411.900024,1380.839966,41047100
2019-01-04,1380.75,1333.099976,1383.160034,1333.099976,42134100
2019-01-03,1330.829956,1355.02002,1355.02002,1328.0,38228600
2019-01-02,1355.910034,1346.109985,1357.77002,1325.180054,37331600
2018-12-31,1348.560059,1338.52002,1348.560059,1329.170044,34428700
2018-12-28,1337.920044,1332.060059,1356.22998,1326.439941,37026200
2018-12-27,1331.819946,1329.790039,1331.97998,1289.319946,40966100
2018-12-26,1329.810059,1268.189941,1330.420044,1268.189941,42229900
2018-12-24,1266.920044,1290.540039,1290.920044,1266.920044,26139300
2018-12-21,1292.089966,1325.869995,1334.76001,1289.48999,76090100
2018-12-20,1326.0,1348.650024,1350.890015,1313.02002,55857800
2018-12-19,1349.22998,1377.209961,1392.920044,1344.150024,51279400
2018-12-18,1377.180054,1379.48999,1399.430054,1373.719971,44708800
2018-12-17,1378.140015,1410.77002,1417.099976,1372.72998,46163500
2018-12-14,1410.810059,1431.819946,1435.390015,1407.109985,40350200
2018-12-13,1432.699951,1455.680054,1460.550049,1431.680054,39277200
2018-12-12,1455.319946,1440.699951,1471.959961,1440.699951,39558900
2018-12-11,1440.130005,1444.290039,1465.76001,1431.880005,39058700
2018-12-10,1443.099976,1448.01001,1449.930054,1422.97998,41510300
2018-12-07,1448.089966,1477.51001,1485.630005,1440.849976,42166900
2018-12-06,1477.410034,1479.160034,1479.160034,1442.829956,51414700
2018-12-04,1480.75,1548.109985,1548.109985,1479.910034,44638400
2018-12-03,1548.959961,1536.329956,1553.339966,1529.530029,41860600
2018-11-30,1533.27002,1524.869995,1535.130005,1519.98999,46585800
2018-11-29,1525.390015,1529.699951,1534.619995,1514.569946,35607700
2018-11-28,1530.380005,1493.670044,1530.709961,1486.339966,39516700
2018-11-27,1492.859985,1505.449951,1505.449951,1491.27002,34852200
2018-11-26,1505.959961,1489.099976,1510.290039,1489.099976,34439500
2018-11-23,1488.680054,1485.72998,1498.650024,1476.810059,16516500
2018-11-21,1488.280029,1469.449951,1499.369995,1469.449951,32335500
2018-11-20,1469.01001,1496.140015,1496.140015,1465.25,43579000
2018-11-19,1496.540039,1527.329956,1527.329956,1492.949951,37729000
2018-11-16,1527.530029,1523.75,1530.0,1510.410034,39751800
2018-11-15,1524.119995,1502.329956,1524.290039,1491.660034,41791400
2018-11-14,1502.51001,1516.079956,1530.619995,1494.920044,44023700
2018-11-13,1514.800049,1519.98999,1536.709961,1513.300049,40914400
2018-11-12,1518.790039,1549.01001,1549.01001,1518.040039,36709300
2018-11-09,1549.48999,1577.040039,1577.040039,1539.920044,40190900
2018-11-08,1578.209961,1581.619995,1586.170044,1573.150024,36304900
2018-11-07,1582.160034,1556.27002,1582.160034,1556.27002,39147500
2018-11-06,1556.099976,1547.099976,1558.859985,1544.650024,35108600
2018-11-05,1547.51001,1548.339966,1554.77002,1534.76001,36233200
2018-11-02,1547.97998,1546.130005,1557.180054,1535.959961,42379300
2018-11-01,1544.97998,1512.680054,1547.140015,1512.680054,47084200
2018-10-31,1511.410034,1508.819946,1526.329956,1508.819946,51124200
2018-10-30,1506.640015,1476.969971,1507.160034,1474.800049,51063800
2018-10-29,1477.310059,1485.199951,1513.280029,1461.650024,46737000
2018-10-26,1483.819946,1500.150024,1501.300049,1459.160034,48031500
2018-10-25,1500.400024,1470.530029,1506.780029,1470.530029,46347700
2018-10-24,1468.699951,1526.560059,1527.709961,1468.459961,47093100
2018-10-23,1526.589966,1536.930054,1537.160034,1501.040039,43485800
2018-10-22,1539.5,1542.420044,1551.359985,1535.780029,33071400
2018-10-19,1542.040039,1560.640015,1569.810059,1538.73999,35664900
2018-10-18,1560.75,1588.73999,1588.73999,1555.569946,36164400
2018-10-17,1589.599976,1596.380005,1596.380005,1571.51001,33217100
2018-10-16,1596.839966,1554.48999,1598.01001,1554.109985,34283400
2018-10-15,1553.089966,1546.680054,1562.300049,1537.550049,33001400
2018-10-12,1546.680054,1546.849976,1567.640015,1530.97998,39660400
2018-10-11,1545.380005,1575.099976,1580.890015,1545.380005,48906300
2018-10-10,1575.410034,1621.410034,1621.410034,1575.25,45012500
2018-10-09,1621.869995,1628.060059,1635.98999,1621.25,35205000
2018-10-08,1629.52002,1631.199951,1633.859985,1616.660034,33303200
2018-10-05,1632.109985,1647.25,1651.530029,1618.140015,33289800
2018-10-04,1646.910034,1671.0,1671.0,1643.660034,34968600
2018-10-03,1671.290039,1656.310059,1677.170044,1656.310059,35987100
2018-10-02,1656.040039,1672.97998,1674.869995,1653.339966,34018800
2018-10-01,1672.98999,1697.829956,1703.810059,1669.819946,33641900
2018-09-28,1696.569946,1689.839966,1699.780029,1686.98999,34323000
2018-09-27,1690.530029,1691.72998,1697.170044,1689.73999,30608500
2018-09-26,1691.609985,1709.069946,1710.839966,1690.920044,33886200
2018-09-25,1708.810059,1705.48999,1712.079956,1705.48999,32854800
2018-09-24,1705.319946,1711.670044,1711.73999,1697.76001,33722100
2018-09-21,1712.319946,1720.150024,1724.380005,1710.969971,56076100
2018-09-20,1720.180054,1704.709961,1720.209961,1704.709961,33377300
2018-09-19,1702.930054,1710.880005,1717.089966,1700.51001,32800200
2018-09-18,1710.969971,1704.219971,1714.920044,1704.219971,30746100
2018-09-17,1703.550049,1721.660034,1722.280029,1702.709961,29477600
